,location,total_cases,total_deaths,total_vaccinations,total_tests
442,Argentina,4546701.0,104471.0,21485390.0,17021016.0
443,Argentina,4568107.0,104818.0,21861250.0,17112630.0
444,Argentina,4588866.0,105158.0,22293602.0,17201235.0
445,Argentina,4608192.0,105522.0,22709336.0,17297908.0
446,Argentina,4618822.0,105718.0,23046053.0,17359929.0
447,Argentina,4627073.0,105867.0,23242617.0,17399947.0
448,Argentina,4648807.0,106293.0,23652628.0,17492642.0
449,Argentina,4668442.0,106645.0,24069641.0,17599887.0
450,Argentina,4687833.0,106962.0,24474174.0,17701530.0
451,Argentina,4706940.0,107269.0,24884819.0,17811631.0
452,Argentina,4717783.0,107436.0,25242501.0,17876123.0
453,Argentina,4728622.0,107629.0,25574516.0,17943398.0
454,Argentina,4735954.0,107756.0,25740072.0,17984510.0
455,Argentina,4755111.0,108163.0,26127379.0,18086372.0
456,Argentina,4775163.0,108485.0,26521083.0,18190784.0
457,Argentina,4793591.0,108791.0,26919560.0,18293040.0
458,Argentina,4810322.0,109054.0,27319647.0,18396441.0
459,Argentina,4826126.0,109278.0,27776115.0,18497214.0
460,Argentina,4835318.0,109430.0,28098812.0,18565693.0
461,Argentina,4841064.0,109538.0,28267080.0,18609331.0
462,Argentina,4856275.0,109819.0,28685957.0,18703516.0
463,Argentina,4870850.0,110050.0,29134734.0,18792610.0
464,Argentina,4885450.0,110263.0,29554853.0,18887851.0
465,Argentina,4900001.0,110514.0,29943275.0,18988048.0
466,Argentina,4913783.0,110695.0,30352136.0,19083716.0
467,Argentina,4922889.0,110823.0,30589834.0,19153643.0
468,Argentina,4929412.0,110905.0,30723760.0,19204895.0
469,Argentina,4946380.0,111153.0,31131563.0,19312182.0
470,Argentina,4962615.0,111384.0,31559970.0,19406446.0
471,Argentina,4976528.0,111569.0,32020190.0,19501832.0
472,Argentina,4990147.0,111729.0,32445377.0,19590996.0
473,Argentina,5003512.0,111908.0,32872616.0,19694798.0
474,Argentina,5011245.0,112030.0,33147516.0,19766030.0
475,Argentina,5016637.0,112110.0,33314974.0,19810830.0
476,Argentina,5030720.0,112339.0,33732349.0,19918031.0
477,Argentina,5044818.0,112562.0,34140657.0,20027246.0
